City,Beach,Date,Enterococcus
SÃO SEBASTIÃO,PONTAL DA CRUZ,2018-12-23,12
SÃO SEBASTIÃO,PONTAL DA CRUZ,2018-12-30,4
SÃO SEBASTIÃO,DESERTA,2018-01-07,48
SÃO SEBASTIÃO,DESERTA,2018-01-14,152
SÃO SEBASTIÃO,DESERTA,2018-01-21,246
SÃO SEBASTIÃO,DESERTA,2018-01-28,22
SÃO SEBASTIÃO,DESERTA,2018-02-04,35
SÃO SEBASTIÃO,DESERTA,2018-02-11,44
SÃO SEBASTIÃO,DESERTA,2018-02-18,132
SÃO SEBASTIÃO,DESERTA,2018-02-25,268
SÃO SEBASTIÃO,DESERTA,2018-03-04,9
SÃO SEBASTIÃO,DESERTA,2018-03-11,10
SÃO SEBASTIÃO,DESERTA,2018-03-18,18
SÃO SEBASTIÃO,DESERTA,2018-03-25,29
SÃO SEBASTIÃO,DESERTA,2018-04-01,96
SÃO SEBASTIÃO,DESERTA,2018-04-08,61
SÃO SEBASTIÃO,DESERTA,2018-04-15,112
SÃO SEBASTIÃO,DESERTA,2018-04-22,31
SÃO SEBASTIÃO,DESERTA,2018-04-29,18
SÃO SEBASTIÃO,DESERTA,2018-05-06,2
SÃO SEBASTIÃO,DESERTA,2018-05-13,58
SÃO SEBASTIÃO,DESERTA,2018-05-20,3
SÃO SEBASTIÃO,DESERTA,2018-05-27,8
SÃO SEBASTIÃO,DESERTA,2018-06-03,1
SÃO SEBASTIÃO,DESERTA,2018-06-10,35
SÃO SEBASTIÃO,DESERTA,2018-06-17,108
SÃO SEBASTIÃO,DESERTA,2018-06-24,2
SÃO SEBASTIÃO,DESERTA,2018-07-01,248
SÃO SEBASTIÃO,DESERTA,2018-07-08,9
SÃO SEBASTIÃO,DESERTA,2018-07-15,18
SÃO SEBASTIÃO,DESERTA,2018-07-22,10
SÃO SEBASTIÃO,DESERTA,2018-07-29,55
SÃO SEBASTIÃO,DESERTA,2018-08-05,12
SÃO SEBASTIÃO,DESERTA,2018-08-12,28
SÃO SEBASTIÃO,DESERTA,2018-08-19,132
SÃO SEBASTIÃO,DESERTA,2018-08-26,39
SÃO SEBASTIÃO,DESERTA,2018-09-02,5
SÃO SEBASTIÃO,DESERTA,2018-09-09,31
SÃO SEBASTIÃO,DESERTA,2018-09-16,112
SÃO SEBASTIÃO,DESERTA,2018-09-23,20
SÃO SEBASTIÃO,DESERTA,2018-09-30,296
SÃO SEBASTIÃO,DESERTA,2018-10-07,236
SÃO SEBASTIÃO,DESERTA,2018-10-14,15
SÃO SEBASTIÃO,DESERTA,2018-10-21,120
SÃO SEBASTIÃO,DESERTA,2018-10-28,124
SÃO SEBASTIÃO,DESERTA,2018-11-04,11
SÃO SEBASTIÃO,DESERTA,2018-11-11,42
SÃO SEBASTIÃO,DESERTA,2018-11-18,840
SÃO SEBASTIÃO,DESERTA,2018-11-25,5
SÃO SEBASTIÃO,DESERTA,2018-12-02,104
SÃO SEBASTIÃO,DESERTA,2018-12-09,156
SÃO SEBASTIÃO,DESERTA,2018-12-16,1
SÃO SEBASTIÃO,DESERTA,2018-12-23,19
SÃO SEBASTIÃO,DESERTA,2018-12-30,2
SÃO SEBASTIÃO,PORTO GRANDE,2018-01-07,12
SÃO SEBASTIÃO,PORTO GRANDE,2018-01-14,49
SÃO SEBASTIÃO,PORTO GRANDE,2018-01-21,248
SÃO SEBASTIÃO,PORTO GRANDE,2018-01-28,14
SÃO SEBASTIÃO,PORTO GRANDE,2018-02-04,272
SÃO SEBASTIÃO,PORTO GRANDE,2018-02-11,32
SÃO SEBASTIÃO,PORTO GRANDE,2018-02-18,120
SÃO SEBASTIÃO,PORTO GRANDE,2018-02-25,144
SÃO SEBASTIÃO,PORTO GRANDE,2018-03-04,37
SÃO SEBASTIÃO,PORTO GRANDE,2018-03-11,136
SÃO SEBASTIÃO,PORTO GRANDE,2018-03-18,30
SÃO SEBASTIÃO,PORTO GRANDE,2018-03-25,15
SÃO SEBASTIÃO,PORTO GRANDE,2018-04-01,52
SÃO SEBASTIÃO,PORTO GRANDE,2018-04-08,7
SÃO SEBASTIÃO,PORTO GRANDE,2018-04-15,41
SÃO SEBASTIÃO,PORTO GRANDE,2018-04-22,36
SÃO SEBASTIÃO,PORTO GRANDE,2018-04-29,38
SÃO SEBASTIÃO,PORTO GRANDE,2018-05-06,4
SÃO SEBASTIÃO,PORTO GRANDE,2018-05-13,32
SÃO SEBASTIÃO,PORTO GRANDE,2018-05-20,2
SÃO SEBASTIÃO,PORTO GRANDE,2018-05-27,45
SÃO SEBASTIÃO,PORTO GRANDE,2018-06-03,1
SÃO SEBASTIÃO,PORTO GRANDE,2018-06-10,108
SÃO SEBASTIÃO,PORTO GRANDE,2018-06-17,152
SÃO SEBASTIÃO,PORTO GRANDE,2018-06-24,12
SÃO SEBASTIÃO,PORTO GRANDE,2018-07-01,272
SÃO SEBASTIÃO,PORTO GRANDE,2018-07-08,9
SÃO SEBASTIÃO,PORTO GRANDE,2018-07-15,14
SÃO SEBASTIÃO,PORTO GRANDE,2018-07-22,6
SÃO SEBASTIÃO,PORTO GRANDE,2018-07-29,71
SÃO SEBASTIÃO,PORTO GRANDE,2018-08-05,7
SÃO SEBASTIÃO,PORTO GRANDE,2018-08-12,18
SÃO SEBASTIÃO,PORTO GRANDE,2018-08-19,140
SÃO SEBASTIÃO,PORTO GRANDE,2018-08-26,72
SÃO SEBASTIÃO,PORTO GRANDE,2018-09-02,1
SÃO SEBASTIÃO,PORTO GRANDE,2018-09-09,64
SÃO SEBASTIÃO,PORTO GRANDE,2018-09-16,124
SÃO SEBASTIÃO,PORTO GRANDE,2018-09-23,41
SÃO SEBASTIÃO,PORTO GRANDE,2018-09-30,15
SÃO SEBASTIÃO,PORTO GRANDE,2018-10-07,284
SÃO SEBASTIÃO,PORTO GRANDE,2018-10-14,73
SÃO SEBASTIÃO,PORTO GRANDE,2018-10-21,180
SÃO SEBASTIÃO,PORTO GRANDE,2018-10-28,132
SÃO SEBASTIÃO,PORTO GRANDE,2018-11-04,8
SÃO SEBASTIÃO,PORTO GRANDE,2018-11-11,86
SÃO SEBASTIÃO,PORTO GRANDE,2018-11-18,520
SÃO SEBASTIÃO,PORTO GRANDE,2018-11-25,11
SÃO SEBASTIÃO,PORTO GRANDE,2018-12-02,420
SÃO SEBASTIÃO,PORTO GRANDE,2018-12-09,116
SÃO SEBASTIÃO,PORTO GRANDE,2018-12-16,1
SÃO SEBASTIÃO,PORTO GRANDE,2018-12-23,13
SÃO SEBASTIÃO,PORTO GRANDE,2018-12-30,5
SÃO SEBASTIÃO,PRETA DO NORTE,2018-01-07,64
SÃO SEBASTIÃO,PRETA DO NORTE,2018-01-14,176
SÃO SEBASTIÃO,PRETA DO NORTE,2018-01-21,244
SÃO SEBASTIÃO,PRETA DO NORTE,2018-01-28,11
SÃO SEBASTIÃO,PRETA DO NORTE,2018-02-04,400
SÃO SEBASTIÃO,PRETA DO NORTE,2018-02-11,34
SÃO SEBASTIÃO,PRETA DO NORTE,2018-02-18,48
SÃO SEBASTIÃO,PRETA DO NORTE,2018-02-25,232
SÃO SEBASTIÃO,PRETA DO NORTE,2018-03-04,18
SÃO SEBASTIÃO,PRETA DO NORTE,2018-03-11,47
SÃO SEBASTIÃO,PRETA DO NORTE,2018-03-18,112
SÃO SEBASTIÃO,PRETA DO NORTE,2018-03-25,36
SÃO SEBASTIÃO,PRETA DO NORTE,2018-04-01,14
SÃO SEBASTIÃO,PRETA DO NORTE,2018-04-08,12
SÃO SEBASTIÃO,PRETA DO NORTE,2018-04-15,77
SÃO SEBASTIÃO,PRETA DO NORTE,2018-04-22,33
SÃO SEBASTIÃO,PRETA DO NORTE,2018-04-29,22
SÃO SEBASTIÃO,PRETA DO NORTE,2018-05-06,1
SÃO SEBASTIÃO,PRETA DO NORTE,2018-05-13,15
SÃO SEBASTIÃO,PRETA DO NORTE,2018-05-20,3
SÃO SEBASTIÃO,PRETA DO NORTE,2018-05-27,2
SÃO SEBASTIÃO,PRETA DO NORTE,2018-06-03,1
SÃO SEBASTIÃO,PRETA DO NORTE,2018-06-10,188
SÃO SEBASTIÃO,PRETA DO NORTE,2018-06-17,19
SÃO SEBASTIÃO,PRETA DO NORTE,2018-06-24,71
SÃO SEBASTIÃO,PRETA DO NORTE,2018-07-01,1
SÃO SEBASTIÃO,PRETA DO NORTE,2018-07-08,3
SÃO SEBASTIÃO,PRETA DO NORTE,2018-07-15,42
SÃO SEBASTIÃO,PRETA DO NORTE,2018-07-22,12
SÃO SEBASTIÃO,PRETA DO NORTE,2018-07-29,1
SÃO SEBASTIÃO,PRETA DO NORTE,2018-08-05,3
SÃO SEBASTIÃO,PRETA DO NORTE,2018-08-12,22
SÃO SEBASTIÃO,PRETA DO NORTE,2018-08-19,160
SÃO SEBASTIÃO,PRETA DO NORTE,2018-08-26,18
SÃO SEBASTIÃO,PRETA DO NORTE,2018-09-02,1
SÃO SEBASTIÃO,PRETA DO NORTE,2018-09-09,58
SÃO SEBASTIÃO,PRETA DO NORTE,2018-09-16,160
SÃO SEBASTIÃO,PRETA DO NORTE,2018-09-23,39
SÃO SEBASTIÃO,PRETA DO NORTE,2018-09-30,7
SÃO SEBASTIÃO,PRETA DO NORTE,2018-10-07,296
SÃO SEBASTIÃO,PRETA DO NORTE,2018-10-14,30
SÃO SEBASTIÃO,PRETA DO NORTE,2018-10-21,220
SÃO SEBASTIÃO,PRETA DO NORTE,2018-10-28,8
SÃO SEBASTIÃO,PRETA DO NORTE,2018-11-04,14
SÃO SEBASTIÃO,PRETA DO NORTE,2018-11-11,212
SÃO SEBASTIÃO,PRETA DO NORTE,2018-11-18,104
SÃO SEBASTIÃO,PRETA DO NORTE,2018-11-25,9
SÃO SEBASTIÃO,PRETA DO NORTE,2018-12-02,460
SÃO SEBASTIÃO,PRETA DO NORTE,2018-12-09,104
SÃO SEBASTIÃO,PRETA DO NORTE,2018-12-16,2
SÃO SEBASTIÃO,PRETA DO NORTE,2018-12-23,1
SÃO SEBASTIÃO,PRETA DO NORTE,2018-12-30,6
SÃO SEBASTIÃO,GRANDE,2018-01-07,10
SÃO SEBASTIÃO,GRANDE,2018-01-14,46
SÃO SEBASTIÃO,GRANDE,2018-01-21,44
SÃO SEBASTIÃO,GRANDE,2018-01-28,96
SÃO SEBASTIÃO,GRANDE,2018-02-04,2
SÃO SEBASTIÃO,GRANDE,2018-02-11,1
SÃO SEBASTIÃO,GRANDE,2018-02-18,49
SÃO SEBASTIÃO,GRANDE,2018-02-25,244
SÃO SEBASTIÃO,GRANDE,2018-03-04,13
SÃO SEBASTIÃO,GRANDE,2018-03-11,440
SÃO SEBASTIÃO,GRANDE,2018-03-18,52
SÃO SEBASTIÃO,GRANDE,2018-03-25,71
SÃO SEBASTIÃO,GRANDE,2018-04-01,27
SÃO SEBASTIÃO,GRANDE,2018-04-08,23
SÃO SEBASTIÃO,GRANDE,2018-04-15,3
SÃO SEBASTIÃO,GRANDE,2018-04-22,12
SÃO SEBASTIÃO,GRANDE,2018-04-29,88
SÃO SEBASTIÃO,GRANDE,2018-05-06,1
SÃO SEBASTIÃO,GRANDE,2018-05-13,4
SÃO SEBASTIÃO,GRANDE,2018-05-20,4
SÃO SEBASTIÃO,GRANDE,2018-05-27,2
SÃO SEBASTIÃO,GRANDE,2018-06-03,1
SÃO SEBASTIÃO,GRANDE,2018-06-10,21
SÃO SEBASTIÃO,GRANDE,2018-06-17,8
SÃO SEBASTIÃO,GRANDE,2018-06-24,20
SÃO SEBASTIÃO,GRANDE,2018-07-01,1
SÃO SEBASTIÃO,GRANDE,2018-07-08,4
SÃO SEBASTIÃO,GRANDE,2018-07-15,17
SÃO SEBASTIÃO,GRANDE,2018-07-22,1
SÃO SEBASTIÃO,GRANDE,2018-07-29,1
SÃO SEBASTIÃO,GRANDE,2018-08-05,1
SÃO SEBASTIÃO,GRANDE,2018-08-12,2
SÃO SEBASTIÃO,GRANDE,2018-08-19,96
SÃO SEBASTIÃO,GRANDE,2018-08-26,10
SÃO SEBASTIÃO,GRANDE,2018-09-02,3
SÃO SEBASTIÃO,GRANDE,2018-09-09,15
SÃO SEBASTIÃO,GRANDE,2018-09-16,140
SÃO SEBASTIÃO,GRANDE,2018-09-23,4
SÃO SEBASTIÃO,GRANDE,2018-09-30,8
SÃO SEBASTIÃO,GRANDE,2018-10-07,108
SÃO SEBASTIÃO,GRANDE,2018-10-14,42
SÃO SEBASTIÃO,GRANDE,2018-10-21,9
SÃO SEBASTIÃO,GRANDE,2018-10-28,5
SÃO SEBASTIÃO,GRANDE,2018-11-04,7
SÃO SEBASTIÃO,GRANDE,2018-11-11,7
SÃO SEBASTIÃO,GRANDE,2018-11-18,22
SÃO SEBASTIÃO,GRANDE,2018-11-25,7
SÃO SEBASTIÃO,GRANDE,2018-12-02,94
SÃO SEBASTIÃO,GRANDE,2018-12-09,9
SÃO SEBASTIÃO,GRANDE,2018-12-16,1
SÃO SEBASTIÃO,GRANDE,2018-12-23,3
SÃO SEBASTIÃO,GRANDE,2018-12-30,4
SÃO SEBASTIÃO,BAREQUEÇABA,2018-01-07,30
SÃO SEBASTIÃO,BAREQUEÇABA,2018-01-14,188
SÃO SEBASTIÃO,BAREQUEÇABA,2018-01-21,192
SÃO SEBASTIÃO,BAREQUEÇABA,2018-01-28,15
SÃO SEBASTIÃO,BAREQUEÇABA,2018-02-04,6
SÃO SEBASTIÃO,BAREQUEÇABA,2018-02-11,4
SÃO SEBASTIÃO,BAREQUEÇABA,2018-02-18,112
SÃO SEBASTIÃO,BAREQUEÇABA,2018-02-25,7
SÃO SEBASTIÃO,BAREQUEÇABA,2018-03-04,4
SÃO SEBASTIÃO,BAREQUEÇABA,2018-03-11,9
SÃO SEBASTIÃO,BAREQUEÇABA,2018-03-18,11
SÃO SEBASTIÃO,BAREQUEÇABA,2018-03-25,30
SÃO SEBASTIÃO,BAREQUEÇABA,2018-04-01,16
SÃO SEBASTIÃO,BAREQUEÇABA,2018-04-08,5
SÃO SEBASTIÃO,BAREQUEÇABA,2018-04-15,82
SÃO SEBASTIÃO,BAREQUEÇABA,2018-04-22,9
SÃO SEBASTIÃO,BAREQUEÇABA,2018-04-29,2
SÃO SEBASTIÃO,BAREQUEÇABA,2018-05-06,1
SÃO SEBASTIÃO,BAREQUEÇABA,2018-05-13,1
SÃO SEBASTIÃO,BAREQUEÇABA,2018-05-20,2
SÃO SEBASTIÃO,BAREQUEÇABA,2018-05-27,1
SÃO SEBASTIÃO,BAREQUEÇABA,2018-06-03,1
SÃO SEBASTIÃO,BAREQUEÇABA,2018-06-10,128
SÃO SEBASTIÃO,BAREQUEÇABA,2018-06-17,12
SÃO SEBASTIÃO,BAREQUEÇABA,2018-06-24,9
SÃO SEBASTIÃO,BAREQUEÇABA,2018-07-01,1
SÃO SEBASTIÃO,BAREQUEÇABA,2018-07-08,1
SÃO SEBASTIÃO,BAREQUEÇABA,2018-07-15,15
SÃO SEBASTIÃO,BAREQUEÇABA,2018-07-22,2
SÃO SEBASTIÃO,BAREQUEÇABA,2018-07-29,1
SÃO SEBASTIÃO,BAREQUEÇABA,2018-08-05,5
SÃO SEBASTIÃO,BAREQUEÇABA,2018-08-12,10
SÃO SEBASTIÃO,BAREQUEÇABA,2018-08-19,20
SÃO SEBASTIÃO,BAREQUEÇABA,2018-08-26,77
SÃO SEBASTIÃO,BAREQUEÇABA,2018-09-02,4
SÃO SEBASTIÃO,BAREQUEÇABA,2018-09-09,44
SÃO SEBASTIÃO,BAREQUEÇABA,2018-09-16,2
SÃO SEBASTIÃO,BAREQUEÇABA,2018-09-23,9
SÃO SEBASTIÃO,BAREQUEÇABA,2018-09-30,3
SÃO SEBASTIÃO,BAREQUEÇABA,2018-10-07,81
SÃO SEBASTIÃO,BAREQUEÇABA,2018-10-14,9
SÃO SEBASTIÃO,BAREQUEÇABA,2018-10-21,18
SÃO SEBASTIÃO,BAREQUEÇABA,2018-10-28,13
SÃO SEBASTIÃO,BAREQUEÇABA,2018-11-04,2
SÃO SEBASTIÃO,BAREQUEÇABA,2018-11-11,1
SÃO SEBASTIÃO,BAREQUEÇABA,2018-11-18,112
SÃO SEBASTIÃO,BAREQUEÇABA,2018-11-25,12
SÃO SEBASTIÃO,BAREQUEÇABA,2018-12-02,38
SÃO SEBASTIÃO,BAREQUEÇABA,2018-12-09,1
SÃO SEBASTIÃO,BAREQUEÇABA,2018-12-16,2
SÃO SEBASTIÃO,BAREQUEÇABA,2018-12-23,18
SÃO SEBASTIÃO,BAREQUEÇABA,2018-12-30,2
SÃO SEBASTIÃO,GUAECÁ,2018-01-07,9
SÃO SEBASTIÃO,GUAECÁ,2018-01-14,1
SÃO SEBASTIÃO,GUAECÁ,2018-01-21,62
SÃO SEBASTIÃO,GUAECÁ,2018-01-28,19
SÃO SEBASTIÃO,GUAECÁ,2018-02-04,3
SÃO SEBASTIÃO,GUAECÁ,2018-02-11,5
SÃO SEBASTIÃO,GUAECÁ,2018-02-18,580
SÃO SEBASTIÃO,GUAECÁ,2018-02-25,9
SÃO SEBASTIÃO,GUAECÁ,2018-03-04,9
SÃO SEBASTIÃO,GUAECÁ,2018-03-11,15
SÃO SEBASTIÃO,GUAECÁ,2018-03-18,81
SÃO SEBASTIÃO,GUAECÁ,2018-03-25,28
SÃO SEBASTIÃO,GUAECÁ,2018-04-01,9
SÃO SEBASTIÃO,GUAECÁ,2018-04-08,1
SÃO SEBASTIÃO,GUAECÁ,2018-04-15,74
SÃO SEBASTIÃO,GUAECÁ,2018-04-22,10
SÃO SEBASTIÃO,GUAECÁ,2018-04-29,3
SÃO SEBASTIÃO,GUAECÁ,2018-05-06,1
SÃO SEBASTIÃO,GUAECÁ,2018-05-13,1
SÃO SEBASTIÃO,GUAECÁ,2018-05-20,1
SÃO SEBASTIÃO,GUAECÁ,2018-05-27,7
SÃO SEBASTIÃO,GUAECÁ,2018-06-03,1
SÃO SEBASTIÃO,GUAECÁ,2018-06-10,7
SÃO SEBASTIÃO,GUAECÁ,2018-06-17,6
SÃO SEBASTIÃO,GUAECÁ,2018-06-24,5
SÃO SEBASTIÃO,GUAECÁ,2018-07-01,1
SÃO SEBASTIÃO,GUAECÁ,2018-07-08,10
SÃO SEBASTIÃO,GUAECÁ,2018-07-15,17
SÃO SEBASTIÃO,GUAECÁ,2018-07-22,1
SÃO SEBASTIÃO,GUAECÁ,2018-07-29,1
SÃO SEBASTIÃO,GUAECÁ,2018-08-05,1
SÃO SEBASTIÃO,GUAECÁ,2018-08-12,4
SÃO SEBASTIÃO,GUAECÁ,2018-08-19,19
SÃO SEBASTIÃO,GUAECÁ,2018-08-26,2
SÃO SEBASTIÃO,GUAECÁ,2018-09-02,1
SÃO SEBASTIÃO,GUAECÁ,2018-09-09,1
SÃO SEBASTIÃO,GUAECÁ,2018-09-16,5
SÃO SEBASTIÃO,GUAECÁ,2018-09-23,3
SÃO SEBASTIÃO,GUAECÁ,2018-09-30,1
SÃO SEBASTIÃO,GUAECÁ,2018-10-07,120
SÃO SEBASTIÃO,GUAECÁ,2018-10-14,1
SÃO SEBASTIÃO,GUAECÁ,2018-10-21,14
SÃO SEBASTIÃO,GUAECÁ,2018-10-28,21
SÃO SEBASTIÃO,GUAECÁ,2018-11-04,3
SÃO SEBASTIÃO,GUAECÁ,2018-11-11,1
SÃO SEBASTIÃO,GUAECÁ,2018-11-18,34
SÃO SEBASTIÃO,GUAECÁ,2018-11-25,28
SÃO SEBASTIÃO,GUAECÁ,2018-12-02,10
SÃO SEBASTIÃO,GUAECÁ,2018-12-09,7
SÃO SEBASTIÃO,GUAECÁ,2018-12-16,1
SÃO SEBASTIÃO,GUAECÁ,2018-12-23,1
SÃO SEBASTIÃO,GUAECÁ,2018-12-30,7
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-01-07,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-01-14,7
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-01-21,18
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-01-28,81
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-02-04,28
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-02-11,5
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-02-18,30
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-02-25,13
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-03-04,2
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-03-11,52
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-03-18,144
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-03-25,4
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-04-01,4
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-04-08,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-04-15,77
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-04-22,15
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-04-29,11
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-05-06,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-05-13,2
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-05-20,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-05-27,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-06-03,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-06-10,124
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-06-17,144
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-06-24,7
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-07-01,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-07-08,26
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-07-15,9
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-07-22,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-07-29,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-08-05,3
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-08-12,23
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-08-19,7
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-08-26,4
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-09-02,9
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-09-09,3
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-09-16,4
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-09-23,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-09-30,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-10-07,176
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-10-14,7
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-10-21,7
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-10-28,26
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-11-04,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-11-11,10
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-11-18,112
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-11-25,9
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-12-02,7
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-12-09,8
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-12-16,1
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-12-23,24
SÃO SEBASTIÃO,TOQUE-TOQUE GRANDE,2018-12-30,26
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-01-07,1
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-01-14,4
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-01-21,20
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-01-28,26
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-02-04,6
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-02-11,2
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-02-18,70
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-02-25,8
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-03-04,55
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-03-11,63
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-03-18,7
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-03-25,45
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-04-01,14
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-04-08,36
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-04-15,35
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-04-22,6
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-04-29,6
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-05-06,4
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-05-13,1
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-05-20,2
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-05-27,2
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-06-03,1
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-06-10,21
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-06-17,220
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-06-24,9
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-07-01,1
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-07-08,9
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-07-15,12
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-07-22,36
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-07-29,1
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-08-05,66
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-08-12,20
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-08-19,5
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-08-26,7
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-09-02,4
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-09-09,26
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-09-16,4
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-09-23,7
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-09-30,2
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-10-07,212
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-10-14,55
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-10-21,4
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-10-28,33
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-11-04,73
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-11-11,13
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-11-18,144
SÃO SEBASTIÃO,TOQUE-TOQUE PEQUENO,2018-11-25,13
